year,iso_a3,name,local_price,dollar_price
2019,NZL,New Zealand,5.9,3.912289999
2019,PAK,Pakistan,300,2.86027554
2019,PER,Peru,10,2.925687537
2019,PHL,Philippines,131,2.785900367
2019,POL,Poland,9.6,2.371717272
2019,RUS,Russia,114,1.527024312
2019,SAU,Saudi Arabia,12,3.196334869
2019,SGP,Singapore,4.7,3.270133936
2019,SWE,Sweden,45,5.231432773
2019,THA,Thailand,112,3.092214246
2019,TUR,Turkey,10.25,3.405768208
2019,TWN,Taiwan,69,2.076343229
2019,UKR,Ukraine,36,1.541755889
2019,URY,Uruguay,113,3.743581249
2019,USA,United States,4.93,4.93
2019,VNM,Vietnam,60000,2.67052409
2019,ZAF,South Africa,28,1.770611019
2020,ARE,UAE,13,3.53924478
2020,ARG,Argentina,50,3.347840643
2020,AUS,Australia,5.75,4.3047375
2020,BRA,Brazil,15.5,4.781810609
2020,CAN,Canada,6,4.60475825
2020,CHE,Switzerland,6.5,6.591623568
2020,CHL,Chile,2300,3.532374985
2020,CHN,China,18.6,2.785265049
2020,COL,Colombia,8900,3.03857972
2020,CRI,Costa Rica,2250,4.117937737
2020,CZE,Czech Republic,75,3.055419193
2020,DNK,Denmark,30,4.439741607
2020,EGY,Egypt,23,2.590104674
2020,EUZ,Euro area,3.82,4.205628998
2020,GBR,Britain,2.99,3.940221999
2020,HKG,Hong Kong,19.2,2.475694355
2020,HUN,Hungary,900,3.150822522
2020,IDN,Indonesia,31000,2.364156339
2020,IND,India,162,2.410714286
2020,ISR,Israel,16.9,4.379656625
2020,JPN,Japan,370,3.466854064
2020,KOR,South Korea,4400,3.856435427
2020,LKA,Sri Lanka,530,3.625170999
2020,MEX,Mexico,44,2.37388724
2020,MYS,Malaysia,8,1.986590514
2020,NOR,Norway,46.8,5.510063519
2020,NZL,New Zealand,6,4.221300001
2020,PAK,Pakistan,375,3.577561534
2020,PER,Peru,10,3.024940636
2020,PHL,Philippines,133,2.822880187
2020,POL,Poland,9.6,2.420788521
2020,RUS,Russia,130,2.050229034
2020,SAU,Saudi Arabia,12,3.19957339
2020,SGP,Singapore,5.45,4.014141563
2020,SWE,Sweden,44.94,5.228712543
2020,THA,Thailand,119,3.403403403
2020,TUR,Turkey,10.75,3.53263995
2020,TWN,Taiwan,69,2.154297668
2020,UKR,Ukraine,39,1.572580645
2020,URY,Uruguay,123,4.077573347
2020,USA,United States,5.04,5.04
2020,VNM,Vietnam,60000,2.69058296
2020,ZAF,South Africa,30,2.101760224
2020,ARE,UAE,13,3.539341138
2020,ARG,Argentina,55,3.468390352
2020,AUS,Australia,5.8,4.275180001
2020,BRA,Brazil,16.5,5.117945378
2020,CAN,Canada,5.98,4.509803922
2020,CHE,Switzerland,6.5,6.350136772
2020,CHL,Chile,2450,3.641471154
2020,CHN,China,19.6,2.829671123
2020,COL,Colombia,9900,3.305923112
2020,CRI,Costa Rica,2250,4.058954053
2020,CZE,Czech Republic,75,2.905653433
2020,DNK,Denmark,30,4.224608344
2020,EGY,Egypt,27.49,1.464571124
2020,EUZ,Euro area,3.88,4.061778002
2020,GBR,Britain,3.09,3.728394002
2020,HKG,Hong Kong,19.2,2.475518795
2020,HUN,Hungary,900,3.054811464
2020,IDN,Indonesia,31000,2.325755871
2020,IND,India,170,2.48801727
2020,ISR,Israel,16.9,4.383916991
2020,JPN,Japan,380,3.257189388
2020,KOR,South Korea,4400,3.677546074
2020,LKA,Sri Lanka,550,3.665200586
2020,MEX,Mexico,49,2.232295392
2020,MYS,Malaysia,8,1.7891088
2020,NOR,Norway,49,5.665820648
2020,NZL,New Zealand,6,4.1853
2020,PAK,Pakistan,375,3.579098067
2020,PER,Peru,11,3.242064311
2020,PHL,Philippines,133,2.680640935
2020,POL,Poland,9.6,2.300971921
2020,RUS,Russia,130,2.15098242
2020,SAU,Saudi Arabia,12,3.199445429
2020,SGP,Singapore,5.6,3.892267593
2020,SWE,Sweden,48,5.260533396
2020,THA,Thailand,119,3.345233745
2020,TUR,Turkey,10.75,2.748552216
2020,TWN,Taiwan,69,2.162670428
2020,UKR,Ukraine,42,1.542133284
2020,URY,Uruguay,125,4.351610096
2020,USA,United States,5.06,5.06
2020,VNM,Vietnam,60000,2.658160553
2020,ZAF,South Africa,26.32,1.886400287
2021,ARE,UAE,14,3.811598149
2021,ARG,Argentina,70,4.125534109
2021,AUS,Australia,5.9,4.527955001
2021,BRA,Brazil,16.5,5.101567573
2021,CAN,Canada,5.97,4.655696795
2021,CHE,Switzerland,6.5,6.741689571
2021,CHL,Chile,2550,3.844095545
2021,CHN,China,19.8,2.917127072
2021,COL,Colombia,9900,3.243604529
2021,CRI,Costa Rica,2290,4.000034935
2021,CZE,Czech Republic,75,3.281399714
2021,DNK,Denmark,30,4.606490545
2021,EGY,Egypt,31.37,1.753983785
2021,EUZ,Euro area,3.91,4.4650245
2021,GBR,Britain,3.19,4.111431502
2021,HKG,Hong Kong,19.2,2.457914613
2021,HUN,Hungary,862,3.208947528
2021,IDN,Indonesia,32126,2.402932047
2021,IND,India,178,2.757231925
2021,ISR,Israel,16.9,4.773337099
2021,JPN,Japan,380,3.361047232
2021,KOR,South Korea,4400,3.843969772
2021,LKA,Sri Lanka,580,3.772971215
2021,MEX,Mexico,49,2.754240265
2021,MYS,Malaysia,8.6,2.003027833
2021,NOR,Norway,49,5.914160189
2021,NZL,New Zealand,6.1,4.432259999
2021,PAK,Pakistan,375,3.566333809
2021,PER,Peru,10.5,3.229278794
2021,PHL,Philippines,134,2.649451821
2021,POL,Poland,10.1,2.723399666
2021,RUS,Russia,137,2.278135388
2021,SAU,Saudi Arabia,12,3.199872005
2021,SGP,Singapore,5.6,4.06474559
2021,SWE,Sweden,48.97,5.818920701
2021,THA,Thailand,119,3.496246676
2021,TUR,Turkey,10.75,3.006110094
2021,TWN,Taiwan,69,2.26396522
2021,UKR,Ukraine,44,1.697858383
2021,URY,Uruguay,130,4.52882773
2021,USA,United States,5.3,5.3
2021,VNM,Vietnam,60000,2.63939294
2021,ZAF,South Africa,30,2.260738508
2021,ARE,UAE,14,3.811598149
2021,ARG,Argentina,75,3.96039604
2021,AUS,Australia,5.9,4.706135
2021,BRA,Brazil,16.5,5.111682518
2021,CAN,Canada,6.55,5.25724376
2021,CHE,Switzerland,6.5,6.764843628
2021,CHL,Chile,2600,4.290889287
2021,CHN,China,20.4,3.171641791
2021,COL,Colombia,10900,3.832468391
2021,CRI,Costa Rica,2290,4.027931683
2021,CZE,Czech Republic,79,3.807779438
2021,DNK,Denmark,30,4.93202032
2021,EGY,Egypt,34.21,1.932768362
2021,EUZ,Euro area,3.95,4.835787497
2021,GBR,Britain,3.19,4.413045999
2021,HKG,Hong Kong,20.5,2.621818647
2021,HUN,Hungary,864,3.426638505
2021,IDN,Indonesia,35750,2.67609851
2021,IND,India,180,2.81861066
2021,ISR,Israel,16.5,4.801606356
2021,JPN,Japan,380,3.431925943
2021,KOR,South Korea,4400,4.115033902
2021,LKA,Sri Lanka,580,3.771131339
2021,MEX,Mexico,48,2.57186487
2021,MYS,Malaysia,9,2.276176024
2021,NOR,Norway,49,6.241958701
2021,NZL,New Zealand,6.2,4.510190001
2021,PAK,Pakistan,375,3.393511606
2021,PER,Peru,10.5,3.268991283
2021,PHL,Philippines,134,2.641695416
2021,POL,Poland,10.1,2.965572928
2021,RUS,Russia,130,2.290950745
2021,SAU,Saudi Arabia,12,3.19974402
2021,SGP,Singapore,5.8,4.385467468
2021,SWE,Sweden,49.1,6.12311069
2021,THA,Thailand,119,3.72456964
2021,TUR,Turkey,10.75,2.827013096
2021,TWN,Taiwan,69,2.334788346
2021,UKR,Ukraine,47,1.636775205
2021,URY,Uruguay,140,4.898530441
2021,USA,United States,5.28,5.28
2021,VNM,Vietnam,65000,2.861986218
2021,ZAF,South Africa,30,2.447351354
